mortality_rate,T2M,O3
1.296,289.617,45.595
1.225,288.065,48.226
1.083,290.542,39.482
1.182,291.796,38.198
1.14,288.481,51.621
1.125,286.868,45.028
1.211,287.761,45.548
1.197,288.853,40.609
1.14,288.036,48.399
1.254,287.127,52.972
0.997,286.688,48.736
1.168,288.626,41.657
1.168,289.878,44.224
1.211,289.968,34.848
0.983,288.384,46.388
1.068,286.895,39.909
1.111,286.955,48.615
1.524,288.167,45.89
1.04,288.896,48.318
1.254,289.548,35.146
1.168,288.583,41.141
1.197,287.823,39.558
1.182,288.024,40.726
1.311,288.03,36.717
1.054,288.081,42.35
1.125,287.707,41.098
1.154,287.736,43.893
1.168,287.669,42.671
1.14,286.364,44.592
1.14,286.862,43.583
1.197,287.501,39.172
1.182,288.762,40.953
0.997,288.324,41.214
1.026,287.529,40.632
1.154,287.323,42.909
0.997,287.297,49.765
1.339,287.078,51.538
1.325,286.874,51.265
1.396,287.753,57.764
1.239,288.951,68.248
1.282,289.005,54.383
1.481,287.921,45.408
1.211,286.146,45.296
1.239,287.738,42.271
1.182,290.573,42.202
1.268,289.578,48.245
1.268,288.489,48.451
1.311,287.056,43.002
1.325,285.925,46.828
1.339,285.998,37.218
1.125,286.079,43.782
1.282,285.797,45.895
1.425,285.527,51.428
1.197,285.547,53.283
1.282,285.17,48.351
1.154,285.404,44.759
1.467,287.236,52.39
1.353,288.069,51.189
1.282,287.985,43.59
1.51,288.175,45.592
1.254,288.08,59.851
1.439,288.538,66.9
1.325,287.126,42.879
1.325,286.746,34.673
1.311,286.8,45.963
1.154,288.936,46.334
1.339,288.004,56.081
1.04,286.168,55.932
1.41,287.748,49.836
1.325,286.827,58.088
1.353,285.347,58.912
1.239,284.233,52.682
1.154,283.342,51.042
1.083,283.941,47.293
1.197,286.252,52.989
1.168,287.237,48.21
1.339,287.524,36.436
1.311,288.238,45.182
1.439,286.229,46.877
1.14,282.928,56.551
0.969,282.071,50.95
1.254,282.968,47.369
1.282,285.213,33.552
1.325,286.424,28.514
1.282,286.173,34.116
1.282,283.96,29.256
1.282,285.227,40.517
1.197,284.136,33.447
1.496,284.857,38.904
1.168,284.767,37.605
1.353,285.984,45.533
1.553,285.445,46.944
1.296,285.547,37.833
1.396,287.985,25.666
1.282,286.259,42.544
1.467,286.083,51.914
1.41,283.118,49.907
1.524,281.041,37.738
1.425,280.812,34.136
1.225,282.173,31.67
1.225,282.706,35.277
1.225,281.041,34.801
1.311,280.515,35.962
1.453,283.151,52.96
1.339,279.95,48.092
1.311,277.555,42.196
1.439,281.216,54.138
1.51,282.684,57.049
1.538,280.417,46.229
1.054,277.647,38.019
1.368,277.263,27.477
1.581,283.691,45.969
1.524,284.248,59.125
1.553,283.574,52.7
1.638,285.534,56.012
1.496,281.955,47.463
1.524,281.345,27.712
1.453,280.952,34.094
1.709,283.789,58.032
1.382,282.351,51.868
1.268,286.338,57.762
1.311,282.476,55.905
1.481,278.669,42.314
1.396,277.336,47.527
1.396,276.989,49.55
1.681,278.126,52.788
1.681,276.42,45.44
1.425,281.034,61.156
1.282,281.352,62.282
1.225,279.154,51.253
1.339,277.73,38.18
1.282,276.64,22.936
1.225,276.859,23.819
1.225,277.915,32.952
1.382,279.024,19.503
1.553,278.827,20.151
1.396,277.962,20.974
1.439,277.155,38.272
1.567,277.362,18.879
1.425,276.846,23.842
1.496,274.075,33.786
1.268,272.818,49.078
1.567,271.581,31.141
1.481,270.872,44.255
1.524,268.631,30.262
1.624,271.161,26.747
1.724,272.72,41.631
1.481,271.357,44.323
1.595,270.755,41.736
1.481,269.966,27.869
1.425,273.568,29.483
1.439,272.401,30.513
1.809,269.636,20.224
1.538,267.673,26.397
1.752,269.943,34.016
1.909,275.821,40.924
1.866,278.635,54.804
1.553,277.931,54.216
1.553,272.639,29.577
1.724,271.587,28.052
1.538,275.014,27.788
1.553,276.223,35.543
2.137,274.543,50.887
1.823,270.645,42.308
1.809,269.532,29.2
1.937,268.258,26.657
1.966,266.256,18.561
1.952,268.009,21.653
2.037,270.576,26.952
1.781,270.886,27.82
1.98,269.008,28.589
1.752,269.419,26.929
2.023,270.067,26.66
2.051,274.813,36.817
2.194,276.729,22.872
2.322,277.207,15.3
2.251,277.043,18.118
1.98,276.416,24.317
1.941,271.499,44.755
1.865,273.32,38.239
1.541,270.763,24.784
1.789,270.839,31.194
1.998,272.078,38.169
1.789,272.102,52.337
1.922,269.597,42.93
1.941,269.042,41.042
1.751,270.064,50.717
1.751,274.58,66.802
1.56,274.452,45.422
2.074,274.023,33.724
2.112,273.088,6.881
1.751,273.366,4.199
1.884,275.799,14.561
1.58,276.7,27.538
1.865,276.906,36.861
1.77,278.136,33.518
1.618,276.699,27.497
1.637,275.138,27.062
1.713,274.774,10.441
1.599,277.718,10.385
1.56,276.635,22.628
1.465,275.353,13.411
1.37,274.309,32.471
1.751,274.058,36.014
1.294,278.011,38.502
1.408,276.632,48.454
1.58,273.986,57.611
1.522,272.378,50.35
1.484,272.617,47.999
1.77,274.294,45.526
1.446,276.408,46.18
1.58,272.043,26.457
1.713,275.344,15.566
1.618,276.219,13.24
1.503,275.842,14.634
1.313,275.298,35.502
1.313,274.003,54.513
1.332,274.719,49.832
1.408,273.619,48.393
1.351,273.873,41.451
1.541,275.636,47.504
1.675,274.548,48.984
1.389,275.047,44.468
1.503,275.584,26.201
1.58,274.619,30.072
1.256,272.865,20.61
1.637,273.687,25.643
1.427,273.381,38.898
1.56,272.162,34.349
1.599,271.923,24.903
1.637,272.987,45.559
1.599,273.957,51.761
1.484,276.493,19.97
1.446,276.28,19.814
1.408,276.263,35.833
1.427,275.158,37.805
1.446,275.788,52.361
1.313,274.4,41.212
1.675,274.059,38.142
1.465,273.547,31.286
1.332,274.114,41.108
1.332,276.787,40.344
1.427,275.446,52.307
1.465,272.359,42.985
1.637,273.808,36.406
1.351,276.783,45.152
1.427,276.714,50.402
1.085,275.832,46.618
1.503,278.157,57.972
1.484,278.626,54.927
1.332,279.226,65.407
1.313,279.441,64.239
1.256,279.07,45.179
1.637,281.221,49.549
1.656,283.359,55.711
1.446,281.533,56.384
1.332,280.14,42.479
1.751,279.321,47.178
1.713,280.527,52.804
1.332,279.381,41.162
1.218,281.886,34.058
1.465,282.314,32.593
1.085,281.267,55.075
1.237,280.384,55.881
1.237,279.539,64.22
1.237,278.502,39.094
1.503,281.227,40.823
1.256,276.502,54.084
1.351,277.432,59.795
1.256,277.888,42.789
1.599,278.025,46.854
1.446,278.18,58.567
1.313,280.965,60.425
1.599,282.382,63.452
1.199,280.731,58.965
1.218,281.335,54.945
1.256,281.983,48.691
1.332,283.172,48.768
1.237,281.005,65.066
1.161,280.744,70.709
1.332,279.46,69.91
1.37,280.806,74.11
1.294,279.256,68.77
1.332,280.569,59.962
1.18,281.861,68.621
1.047,280.866,69.815
1.313,279.015,57.08
1.465,279.346,67.348
1.275,278.657,60.85
1.142,279.35,54.115
1.789,281.86,56.215
1.522,284.414,57.953
1.313,283.768,56.386
1.465,284.23,63.207
1.275,285.227,53.289
1.427,287.608,60.542
1.351,284.707,57.398
1.408,282.384,56.488
1.332,281.213,62.365
1.123,279.683,71.647
1.465,279.472,74.553
1.256,281.459,63.69
1.465,282.567,50.553
1.256,281.369,56.229
1.522,280.912,78.895
1.313,281.23,78.228
1.123,280.516,73.468
1.427,279.001,54.471
1.294,278.461,48.294
1.313,278.418,51.556
1.294,280.136,49.081
1.541,281.801,49.897
1.256,282.42,60.998
1.389,282.931,59.85
1.256,283.16,61.237
1.332,284.599,54.137
1.104,286.01,42.279
1.446,288.454,47.377
1.503,289.329,48.266
1.332,290.998,55.006
1.637,292.063,76.099
1.503,287.822,76.708
1.408,284.499,58.63
1.085,282.951,50.922
1.465,282.221,48.283
1.541,283.602,54.253
1.123,282.327,41.632
1.351,284.491,61.804
1.351,286.163,71.661
1.123,284.11,40.183
1.123,286.968,52.768
1.427,289.081,61.78
1.275,289.222,67.012
1.142,290.706,74.282
1.237,287.557,64.242
1.161,286.685,57.295
1.275,285.435,51.454
0.932,285.986,63.174
0.894,287.109,69.388
1.009,286.202,62.445
1.218,286.178,55.364
1.028,285.55,47.644
1.18,285.245,56.891
1.066,285.131,54.208
1.142,287.255,52.4
1.446,288.031,52.689
1.58,286.355,48.833
0.875,284.521,55.35
1.028,285.994,56.942
1.389,288.929,48.071
1.351,290.222,59.688
1.408,289.688,59.769
1.199,289.467,56.821
1.123,289.791,54.209
1.313,291.678,70.358
1.484,292.198,70.309
1.123,291.462,57.383
1.104,290.275,49.245
1.351,291.336,51.765
1.351,291.762,46.524
1.256,291.15,56.987
1.199,289.669,50.245
1.047,288.909,50.157
1.18,288.201,49.936
1.294,288.339,49.019
1.522,290.469,35.917
1.009,288.72,45.824
1.18,291.635,38.45
1.294,293.151,34.937
1.408,289.464,49.516
0.99,286.47,49.59
0.99,287.256,50.579
1.218,289.501,36.651
1.085,288.526,42.763
0.971,287.858,47.851
1.085,287.061,41.599
0.99,288.804,32.474
1.237,290.828,36.936
1.161,290.707,29.817
1.161,289.837,36.481
1.275,286.863,42.332
1.123,286.888,45.871
1.161,288.485,40.811
1.142,289.114,44.703
1.123,289.462,34.004
1.123,289.04,36.394
1.199,287.914,36.143
1.028,288.444,38.635
1.085,288.574,29.816
1.275,288.582,36.615
1.066,288.205,37.379
1.066,287.948,41.099
1.009,287.936,36.558
0.952,286.069,38.99
1.028,287.185,41.056
1.351,287.582,28.609
1.275,288.993,35.996
1.37,288.578,45.61
0.99,288.162,33.111
1.446,287.276,39.13
1.237,287.681,47.65
1.123,287.288,53.235
1.218,286.397,60.062
1.218,287.873,65.671
1.142,288.639,68.464
1.294,288.792,54.59
1.332,288.172,42.781
1.085,286.266,42.8
1.009,288.225,35.274
1.18,291.008,32.704
1.446,290.036,41.589
1.275,288.853,44.397
1.351,287.21,40.932
1.047,285.939,43.066
1.123,286.142,37.366
1.123,286.393,47.337
1.275,285.854,48.695
1.294,285.558,47.789
1.218,285.596,54.277
1.237,285.585,51.365
1.047,285.441,40.106
1.313,287.123,47.713
1.085,287.209,47.129
1.237,287.191,40.483
1.161,287.252,43.939
1.218,288.1,61.17
1.332,288.415,67.505
1.142,287.535,42.892
1.408,286.864,31.744
0.799,287.103,39.244
1.256,288.653,30.242
1.237,288.479,46.059
1.313,286.514,50.239
1.104,287.663,38.631
1.066,287.018,51.376
1.199,285.235,53.484
1.218,284.335,46.081
1.085,283.482,44.044
1.142,283.96,42.7
1.142,286.183,41.726
1.484,287.261,41.6
1.332,287.547,25.394
1.18,288.6,34.447
1.313,286.688,36.899
1.085,282.994,59.461
1.199,282.518,54.938
1.351,283.737,53.471
1.408,285.371,40.271
1.294,285.976,32.881
1.256,286.251,25.442
1.199,284.222,25.922
0.875,285.063,29.665
1.446,283.992,26.533
0.932,285.192,28.852
1.484,284.726,22.179
1.332,286.076,28.844
1.104,285.569,32.664
1.332,285.126,29.723
1.199,287.396,21.695
1.427,285.56,37.905
1.218,285.591,46.001
1.37,282.702,51.908
1.047,281.24,46.667
1.332,281.048,43.868
1.56,282.603,37.351
1.56,282.546,35.37
1.465,280.955,40.513
1.484,280.164,31.897
1.237,283.184,42.557
1.675,279.904,44.443
1.427,277.384,41.957
1.484,281.447,47.599
1.522,282.939,47.057
1.408,280.646,47.271
1.427,278.18,45.987
1.104,277.168,29.491
1.237,282.569,30.472
1.161,284.487,49.23
1.58,283.534,39.353
1.332,285.641,45.468
1.18,281.981,38.008
1.218,281.01,22.104
1.313,280.975,29.36
1.123,283.861,50.985
1.56,282.069,43.202
1.313,286.707,50.177
1.18,282.467,49.543
1.161,278.701,40.622
1.522,277.531,46.825
1.313,277.497,47.015
1.37,278.201,55.998
1.351,276.417,44.823
1.351,280.135,50.37
1.503,281.253,57.99
1.256,278.691,43.12
1.161,277.794,29.591
1.313,276.908,17.561
1.237,276.217,13.107
1.465,277.911,26.629
1.484,278.821,16.408
1.085,278.47,10.911
1.675,278.246,19.938
1.199,277.376,34.985
1.351,277.833,22.361
1.275,276.904,32.985
1.427,274.759,43.758
1.56,272.928,53.796
1.484,271.444,38.103
1.427,270.935,48.86
1.637,268.48,33.124
1.408,270.209,31.206
1.808,273.042,47.373
1.56,272.023,48.85
1.732,271.871,46.709
1.427,268.024,23.441
1.446,272.635,20.03
1.808,272.126,39.963
1.522,267.128,23.576
1.77,266.431,26.132
1.922,269.862,43.499
1.941,275.148,46.634
1.656,278.034,51.09
1.599,276.934,51.148
1.789,273.043,41.803
1.503,272.436,33.293
1.884,274.964,29.087
1.713,276.274,39.908
1.58,274.123,51.867
1.541,269.688,39.06
1.085,269.382,21.989
1.713,267.663,26.279
1.732,266.142,16.904
1.751,267.977,19.241
1.732,271.177,23.505
1.541,272.04,32.47
2.093,270.677,35.774
1.903,270.77,37.353
1.96,270.214,24.734
1.637,274.071,21.674
1.846,274.963,13.417
1.827,275.656,6.979
1.808,276.617,14.845
1.77,275.995,27.709
1.553,272.832,35.822
1.864,273.354,28.239
1.531,272.342,20.482
1.775,271.426,10.831
1.708,272.252,14.882
1.797,272.776,39.987
1.775,270.662,35.75
1.886,270.796,33.469
1.686,271.54,48.352
1.753,274.557,61.801
1.864,274.157,38.397
1.753,273.731,26.771
1.753,273.057,6.406
1.642,274.406,5.063
1.708,275.964,19.539
1.642,277.1,30.563
1.753,277.132,33.175
1.664,278.01,25.878
1.819,277.658,17.599
1.553,275.607,20.736
1.198,275.062,8.734
1.553,279.04,12.425
1.819,277.313,16.423
1.886,276.392,18.218
1.597,275.307,21.743
1.464,274.067,36.133
1.376,277.253,28.518
1.376,276.967,40.34
1.597,274.94,48.585
1.487,272.967,40.04
1.22,272.907,36.917
1.553,274.653,32.17
1.509,277.559,40.982
1.553,273.185,19.606
1.442,277.705,22.298
1.331,277.496,21.467
1.331,276.234,16.907
1.287,275.801,32.744
1.575,274,53.921
1.176,275.218,43.203
1.331,273.755,45.068
0.932,274.014,38.777
1.265,275.672,40.093
1.398,274.653,45.142
1.309,274.791,39.221
1.62,275.205,27.443
1.309,276.067,35.232
1.331,274.851,24.277
1.442,273.742,21.932
1.242,274.195,30.99
1.842,272.615,26.263
1.553,273.023,32.547
1.242,273.856,35.766
1.509,274.483,51.289
1.353,278.217,23.08
1.331,277.059,25.66
1.42,277.082,37.827
1.109,276.211,39.376
1.021,276.412,49.117
1.487,275.288,33.146
1.242,274.625,25.741
1.62,274.942,44.142
1.442,274.799,43.641
1.176,276.482,28.79
1.021,276.092,53.505
1.309,272.337,50.403
1.109,273.719,37.687
1.42,277.494,45.662
1.242,276.634,58.017
1.42,276.097,35.79
1.22,278.259,46.416
1.176,279.09,50.858
1.376,279.497,59.661
1.353,279.857,53.658
1.353,279.319,44.398
1.664,281.752,49.883
1.575,283.832,57.368
1.331,282.748,54.137
1.22,283.455,49.137
1.065,280.958,46.882
1.132,281.222,53.895
1.22,279.725,40.704
1.021,282.87,39.876
1.22,283.3,44.649
1.553,281.996,61.55
1.353,281.342,55.804
1.065,280.531,58.892
1.575,279.978,39.384
1.487,281.202,54.912
1.42,277.357,57.012
1.464,278.027,60.63
1.42,278.573,54.99
1.553,279.096,61.413
1.309,278.878,60.382
1.22,281.458,64.539
1.198,283.338,65.824
1.242,281.259,47.517
1.353,282.12,47.145
1.265,282.527,41.833
1.132,283.427,48.75
1.065,280.908,68.383
1.109,281.473,69.471
1.398,280.494,66.397
0.976,281.278,74.122
1.309,280.209,68.818
1.398,280.795,57.3
1.087,282.38,56.859
0.954,282.375,67.607
1.22,280.264,59.431
1.353,280.309,61.581
1.021,279.329,55.703
1.021,280.279,50.742
1.154,282.746,53.062
1.464,284.897,60.811
1.398,284.959,62.135
1.42,285.273,58.805
0.998,286.061,52.7
1.109,288.581,67.109
1.22,286.119,53.169
0.954,283.761,54.677
1.331,282.957,59.891
1.176,280.578,70.951
1.442,279.947,70.827
0.998,281.814,60.299
1.087,282.661,42.265
1.087,281.581,58.934
1.42,281.078,77.207
1.109,280.3,72.253
1.398,281.278,68.221
1.265,279.763,49.274
1.442,279.348,46.159
1.176,279.132,50.024
1.198,280.835,53.014
1.154,282.406,62.428
1.376,283.505,53.112
1.198,283.718,58.075
1.22,283.936,53.414
1.132,285.185,52.642
1.331,287.293,41.111
1.309,289.492,36.211
1.198,290.197,50.708
1.353,290.328,58.374
1.398,292.772,62.744
1.265,290.091,70.931
0.998,285.132,62.886
1.109,284.733,59.622
0.799,283.873,52.161
1.309,285.188,52.497
1.132,284.226,44.044
1.132,286.039,57.618
1.065,286.467,69.163
0.976,284.366,47.124
1.176,287.179,59.153
1.065,289.353,70.425
1.531,290.137,74.731
1.464,292.333,86.567
1.22,289.186,62.145
0.887,287.462,48.283
1.087,286.126,40.446
1.087,287.234,41.859
1.242,287.532,66.576
1.021,287.492,62.332
1.154,286.92,51.571
0.843,287.039,48.04
0.777,286.099,54.984
0.976,284.834,52.699
0.91,286.236,57.906
1.198,286.942,56.205
1.109,286.002,39.395
1.043,284.776,48.791
1.065,286.147,53.733
1.509,289.492,49.298
1.065,291.799,56.281
1.021,291.7,63.57
0.954,291.083,52.732
1.242,290.939,57.507
1.109,292.505,80.463
1.021,294.112,78.057
1.154,293.173,61.373
1.154,291.837,51.414
1.242,292.65,52.621
1.109,293.56,59.042
1.154,293.395,62.195
1.154,291.606,51.902
0.954,290.818,52.141
1.353,289.772,49.097
1.154,290.221,53.035
1.132,292.135,37.668
1.087,291.666,50.515
1.021,294.562,41.717
1.043,295.24,42.776
1.176,292.216,57.849
1.021,287.955,49.745
1.043,288.892,45.66
1.22,290.986,42.061
0.954,289.743,55.106
1.265,289.297,52.774
1.132,288.282,42.867
0.998,290.276,41.315
0.976,292.824,58.071
1.021,293.147,55.322
1.087,291.697,46.89
1.087,288.236,39.151
1.065,288.342,47.355
0.754,290.126,47.603
0.643,290.986,47.023
1.309,290.99,29.707
0.865,290.105,29.987
1.154,289.445,33.028
1.154,289.477,35.546
0.91,289.581,33.968
1.154,290.677,35.618
0.754,289.428,36.354
1.021,289.044,37.681
1.132,289.47,38.647
1.065,287.189,35.334
0.954,288.224,40.017
0.821,288.998,35.481
1.021,290.27,37.498
0.91,290.161,49.983
1.398,290.651,43.715
1.176,289.734,44.513
1.287,288.866,45.722
0.799,288.389,43.397
1.242,286.793,48.604
0.91,288.127,60.306
1.087,289.301,70.562
1.043,289.481,55.843
1.043,288.9,40.832
0.887,287.382,37.484
1.109,288.92,41.239
1.22,292.161,34.02
1.242,292.102,36.82
0.887,290.642,46.718
0.954,288.557,41.791
0.976,287.161,42.06
1.043,286.473,34.175
1.198,286.329,51.569
1.109,286.752,48.364
1.065,286.44,43.712
1.132,286.421,50.749
1.154,286.466,46.005
1.043,285.85,39.318
1.198,287.449,43.61
1.021,287.449,47.218
1.376,287.325,44.675
1.22,287.661,47.083
0.998,288.799,62.484
1.398,289.308,64.364
1.442,288.411,41.516
1.487,287.304,29.823
1.087,288.167,31.355
1.065,289.254,31.3
1.021,290.077,49.242
1.132,287.024,44.242
0.954,287.647,39.331
1.065,288.637,47.01
1.553,286.074,47.623
0.71,285.077,40.712
1.22,284.025,38.147
1.442,284.384,36.457
1.353,286.642,48.528
1.287,288.428,40.789
1.22,288.174,30.166
1.021,289.309,43.063
1.376,287.415,41.409
0.998,284.021,48.761
1.065,283.205,49.406
1.109,284.058,47.314
1.132,286.171,34.723
1.198,286.903,32.044
1.398,287.003,27.262
1.176,284.97,24.119
1.398,286.023,35.797
0.976,284.968,28.705
1.065,286.781,38.093
1.287,285.723,25.298
1.154,286.867,34.643
1.132,286.604,38.469
1.242,285.671,34.151
1.442,288.529,17.307
0.91,286.975,33.618
1.154,286.576,41.185
0.998,284.438,55.849
1.331,282.441,46.866
0.777,281.776,39.825
1.087,282.998,28.989
1.176,283.121,26.646
1.531,281.957,36.997
0.932,279.968,32.612
1.287,283.334,37.381
1.22,280.711,37.295
1.198,277.932,32.881
1.398,280.777,34.757
1.442,282.586,41.088
1.309,281.547,43.715
1.109,278.87,36.505
1.331,277.468,25.145
1.287,282.126,36.803
1.353,285.17,47.287
1.487,284.745,44.185
1.353,285.923,48.417
1.331,282.735,43.123
1.353,282.386,22.925
1.109,282.127,24.453
1.154,284.927,52.68
1.597,283.655,42.59
1.487,288.154,53.695
1.353,284.284,44.809
0.976,280.044,33.25
1.376,278.26,38.205
1.065,277.915,47.746
1.242,278.927,48.23
1.109,277.156,39.041
1.242,281.019,54.446
1.287,282.359,53.981
1.176,280.131,39.353
1.265,278.149,21.499
1.531,276.749,16.154
1.198,276.628,10.412
1.109,278.124,28.574
1.265,279.319,18.818
1.575,278.249,12.365
1.265,278.836,16.104
1.442,278.291,26.879
1.376,278.283,15.605
1.442,277.47,20.381
1.442,275.251,24.819
1.531,273.474,39.31
1.487,272.579,22.203
1.464,272.956,35.704
0.887,269.578,20.77
1.597,272.459,20.448
1.597,273.709,39.898
1.642,272.365,51.392
1.62,271.845,39.882
1.597,268.122,19.899
1.642,274.183,23.219
1.62,272.325,21.475
1.553,266.245,9.997
1.242,266.598,4.714
1.154,271.751,28.049
1.331,274.664,26.285
1.487,277.918,35.968
1.509,276.88,40.427
1.597,275.202,27.789
1.353,273.494,19.324
1.575,275.23,20.016
1.642,276.016,22.686
1.353,275.186,43.144
1.886,270.253,26.148
1.575,270.318,19.79
1.664,269.472,17.287
1.553,266.962,6.657
1.464,271.297,11.488
1.775,272.433,18.733
1.62,272.773,26.681
1.819,271.497,23.621
1.997,270.389,20.73
2.352,269.066,19.116
2.086,274.588,33.638
2.063,276.151,16.138
1.842,275.938,3.925
2.086,276.869,2.294
1.886,276.474,5.66
1.599,271.737,34.289
1.689,272.845,34.54
1.689,271.275,19.163
1.455,268.854,12.46
1.833,271.881,22.282
1.94,272.112,34.156
1.707,266.713,24.406
1.653,268.112,18.071
1.869,269.062,34.705
1.689,273.42,53.37
1.671,272.687,23.834
1.689,272.326,10.92
1.617,272.01,6.018
1.617,273.377,5.337
1.671,276.582,27.352
1.815,277.615,38.36
1.617,276.639,44.319
1.545,278.601,36.734
1.743,276.761,15.009
1.401,274.462,17.952
1.491,275.103,11.31
1.635,279.748,27.94
1.509,276.115,31.016
1.347,276.077,34.203
1.168,274.955,13.909
1.437,273.329,19.771
1.312,276.237,32.943
1.401,277.172,51.851
1.599,275.026,51.938
1.455,272.175,44.977
1.635,272.756,44.61
1.599,274.52,41.576
1.581,278.113,53.71
1.294,275.022,27.584
1.204,278.337,32.733
1.437,278.076,29.76
1.168,276.701,13.569
1.347,275.109,20.339
1.401,273.641,45.978
1.401,274.517,36.909
1.455,273.167,36.295
1.509,272.868,29.608
1.707,275.071,27.6
1.24,274.247,39.57
1.491,275.238,36.4
1.509,276.12,33.386
1.383,275.778,38.821
1.491,273.807,14.472
1.455,273.308,13.696
1.383,273.739,28.564
1.168,272.261,37.434
1.401,273.795,40.307
1.294,273.301,33.136
1.473,273.72,42.414
1.491,278.055,25.194
1.94,277.378,20.492
1.455,276.721,46.415
1.347,276.186,39.156
1.401,276.012,51.11
1.276,274.98,36.269
1.599,274.912,27.06
1.06,275.246,35.579
1.204,274.356,37.312
1.204,275.533,36.092
1.491,276.385,49.554
1.222,271.898,43.75
1.114,272.867,28.934
1.204,276.786,36.696
0.934,276.578,48.928
1.851,275.643,34.842
1.276,278.233,47.456
1.383,278.487,47.164
1.24,279.213,63.88
1.15,278.991,57.356
1.222,278.143,52.667
1.365,281.701,56.844
1.419,283.502,62.48
1.617,282.128,56.324
1.312,282.548,51.215
0.952,280.68,51.46
1.33,280.573,60.421
1.33,278.741,42.054
1.024,282.091,43.982
1.347,282.639,47.147
1.24,281.234,62.053
1.168,280.821,57.344
1.222,280.278,60.707
1.545,280.348,43.107
1.599,280.304,60.473
1.168,276.2,63.288
1.258,277.345,61.785
1.186,278.294,57.824
1.347,278.58,60.412
1.186,278.374,63.94
1.347,281.722,70.148
1.383,282.59,68.363
1.006,281.237,59.906
1.312,281.408,52.141
1.168,282.668,43.876
1.312,283.944,43.827
1.365,281.923,62.687
1.258,281.791,59.881
1.168,281.053,60.288
1.455,281.484,67.296
1.114,280.716,57.912
1.15,281.041,52.536
1.401,282.247,57.364
1.186,282.835,69.988
1.258,281.328,55.535
1.258,279.704,66.263
1.437,278.988,63.514
1.509,280.566,52.911
1.419,282.714,55.646
1.15,284.73,71.473
1.222,284.67,73.422
1.491,285.05,65.369
1.15,285.31,57.72
1.096,287.844,70.153
1.437,284.784,56.839
1.186,282.8,60.778
0.934,282.698,60.431
1.096,280.835,68.664
1.401,279.891,67.419
1.222,281.412,60.808
1.276,282.537,50.904
1.222,282.525,40.426
1.222,281.058,68.319
1.006,280.233,67.706
1.258,281.726,67.592
1.024,280.422,52.204
1.222,279.592,50.62
1.096,279.369,50.357
1.15,280.301,56.74
1.33,281.233,62.073
1.276,282.53,56.351
0.916,283.315,62.946
1.527,283.533,56.921
1.078,285.36,51.137
1.635,286.459,43.415
1.294,289.405,44.529
1.294,290.967,47.819
1.347,291.694,60.158
1.347,292.517,64.252
1.096,290.428,69.859
1.078,287.338,60.863
1.006,284.838,54.582
1.096,283.573,56.274
1.042,284.511,56.846
1.096,284.099,53.909
0.862,285.725,62.622
1.078,287.02,63.878
1.186,284.326,46.262
1.24,287.532,58.754
1.33,290.1,75.479
1.24,290.56,80.515
0.916,291.095,87.856
1.006,288.804,61.336
1.132,286.932,51.948
1.06,286.186,39.879
1.186,287.131,39.768
1.024,288.354,56.934
0.916,287.334,63.685
1.096,286.556,58.152
1.132,286.461,50.319
1.078,286.63,47.182
1.258,285.919,52.048
1.15,287.616,53.792
1.132,288.319,51.843
1.365,287.557,26.022
1.312,285.703,49.748
0.97,286.997,58.444
1.096,289.797,59.105
1.186,290.42,63.958
1.276,290.171,68.286
1.078,290.26,59.045
1.186,291.002,65.692
1.617,293.308,80.591
1.096,292.54,73.97
1.204,291.897,61.952
1.096,291.479,53.315
1.096,291.819,54.184
1.383,292.074,58.172
1.24,291.429,60.238
1.024,290.054,51.653
0.934,289.574,52.658
1.168,288.907,50.356
0.808,288.966,51.983
0.952,290.69,38.706
1.222,290.118,49.554
0.952,292.735,38.22
1.078,293.551,38.884
1.294,290.414,56.216
0.97,287.568,40.724
1.222,289.008,35.597
0.988,289.387,44.847
1.186,288.755,54.737
1.168,287.79,54.021
0.862,287.494,46.764
0.988,289.576,43.532
0.952,291.367,53.991
0.988,291.532,32.867
1.15,289.302,43.114
1.294,287.422,32.455
0.916,288.207,44.532
1.06,289.316,48.205
1.186,290.748,48.861
1.132,291.325,31.239
1.33,289.457,37.094
0.97,289.116,40.82
1.365,288.791,41.192
0.988,288.568,38.846
0.791,289.756,40.686
1.258,288.544,39.256
1.006,288.56,45.99
1.186,288.638,44.336
1.078,287.151,48.25
0.952,287.55,44.054
1.024,288.228,40.308
1.042,289.39,41.834
1.042,289.741,46.02
1.204,288.703,41.248
1.132,288.775,45.446
0.97,287.99,47.735
0.988,287.68,51.414
1.276,286.811,47.413
1.204,287.647,52.897
1.006,289.642,70.144
1.401,289.917,65.424
1.204,288.535,49.639
1.006,286.805,45.307
1.042,287.897,44.584
1.132,291.21,36.015
1.114,290.953,41.308
1.042,289.793,46.111
1.24,287.847,43.973
1.096,286.821,47.255
1.186,285.672,32.356
0.88,285.857,43.002
1.06,286.28,46.612
1.024,286.122,48.782
1.06,285.892,52.851
1.078,285.58,43.425
0.773,285.687,39.525
1.294,287.074,46.368
0.88,287.882,48.444
1.132,287.713,43.054
1.186,287.921,44.446
1.186,287.9,53.716
1.186,288.863,57.677
1.006,287.132,39.933
1.078,286.806,30.668
1.06,287.439,43.837
1.365,289.323,40.817
0.898,289.328,54.19
1.042,286.376,53.036
0.862,287.609,49.429
1.24,288.078,51.764
