mortality_rate,T2M,PM10
1.32,280.675,10.728
1.437,280.583,8.064
1.204,280.69,8.586
1.398,280.515,8.322
1.475,279.647,28.335
1.786,279.516,27.22
1.747,278.432,21.117
1.437,280.778,24.617
1.204,280.626,7.965
1.553,279.436,7.079
1.514,277.865,5.386
1.67,279.771,6.153
1.592,279.058,7.097
1.747,278.418,6.936
1.864,276.689,7.531
1.359,276.659,7.863
1.475,280.693,7.517
1.165,282.507,10.57
1.553,282.001,14.494
1.359,280.961,21.62
1.514,280.601,31.551
1.708,280.697,14.99
2.058,280.22,7.608
1.631,280.897,24.078
1.631,281.445,10.359
1.708,280.509,4.508
1.67,283.137,10.825
1.475,282.406,12.861
1.67,281.065,6.805
1.281,280.892,9.714
1.359,280.971,16.235
0.854,281.732,22.712
1.359,281.529,25.232
1.475,282.089,21.337
1.475,281.87,16.94
1.825,280.603,9.068
1.475,280.449,12.938
2.019,282.835,20.51
1.708,282.431,14.362
1.592,282.564,11.517
1.514,283.997,16.209
1.048,285.653,24.885
1.204,284.683,20.564
1.553,282.651,12.169
1.437,280.52,7.763
1.32,281.001,9.511
1.243,283.216,11.998
1.67,283.494,11.713
1.475,284.174,6.717
1.087,282.32,8.891
1.087,281.514,6.722
1.825,280.99,5.015
1.825,282.106,4.321
1.708,283.634,4.623
1.514,282.114,8.014
1.281,281.693,5.931
1.204,281.153,5.715
1.398,281.97,4.975
1.592,280.939,8.27
1.32,282.07,8.555
1.398,283.257,9.197
1.359,283.925,14.525
1.631,282.278,13.164
1.398,283.16,9.686
1.165,282.139,9.43
1.941,283.558,5.274
1.67,283.327,8.019
1.631,283.621,6.844
1.281,283.114,6.091
1.864,283.516,6.171
1.32,285.451,6.682
1.398,285.421,6.729
1.67,287.791,12.509
1.553,284.014,6.684
1.475,283.934,4.671
1.708,287.331,6.811
1.475,288.745,13.862
1.359,287.401,11.587
1.475,287.654,14.147
1.359,289.454,12.237
1.243,289.191,13.138
1.165,284.046,8.581
1.359,283.184,9.312
1.553,281.051,6.032
1.475,282.037,4.686
1.398,283.046,5.954
1.553,283.146,6.331
1.553,283.394,6.848
1.514,283.446,7.283
1.165,283.59,6.527
1.32,285.287,7.441
1.048,287.167,10.688
1.475,286.774,10.023
1.243,285.768,10.334
1.281,287.268,8.376
1.243,285.542,6.232
1.204,285.167,6.919
1.087,285.151,5.484
1.048,285.761,6.937
0.738,287.004,7.723
1.631,288.735,6.894
1.243,290.335,11.026
1.281,288.567,11.461
0.815,288.623,11.691
1.087,289.051,13.104
1.126,289.702,13.959
1.514,289.418,12.649
1.359,291.009,15.405
1.01,291.278,20.019
1.243,292.447,17.943
1.243,293.376,17.956
1.281,289.894,16.996
1.475,290.261,10.325
1.204,289.215,8.35
1.126,287.475,6.1
1.126,287.466,8.52
0.932,286.78,9.156
1.437,286.443,8.389
1.243,286.941,9.447
1.087,288.233,10.266
1.32,288.14,4.547
1.475,288.096,7.485
1.087,288.431,7.495
1.437,287.826,6.493
1.475,287.865,5.987
1.32,286.153,4.96
1.631,286.371,4.093
0.971,287.198,5.02
1.514,287.364,5.508
1.243,286.845,7.935
1.514,287.977,7.435
1.165,287.73,4.425
1.087,286.7,3.068
1.048,287.045,5.641
0.971,286.92,7.414
1.243,287.379,5.945
1.281,286.343,7.527
1.01,287.892,4.097
1.165,286.659,5.442
1.592,286.77,9.203
1.631,287.34,7.043
1.864,287.396,4.834
0.893,288.917,8.572
1.631,290.278,7.936
1.204,289.97,7.867
1.243,289.36,10.373
1.048,288.863,9.266
1.32,288.256,10.722
1.475,289.222,8.794
1.204,288.365,4.067
1.281,288.578,3.18
1.165,288.094,9.691
1.243,287.611,8.341
1.359,287.588,7.705
1.165,289.301,5.804
0.893,288.343,6.422
1.281,287.833,5.037
1.398,288.377,10.696
1.359,290.935,10.783
1.281,289.676,9.095
1.165,286,5.791
0.544,287.366,5.588
1.01,289.194,10.384
0.932,288.561,8.67
1.359,286.435,8.943
1.475,287.27,8.17
1.747,287.408,3.956
1.398,285.07,4.784
1.165,285.802,6.638
1.087,287.52,5.667
1.514,290.227,5.424
1.048,286.525,5.31
1.281,285.715,6.156
1.32,284.854,3.263
1.243,284.831,2.375
1.592,285.805,6.44
0.815,285.901,7.679
1.437,287.25,7.398
1.087,288.871,6.037
1.165,286.023,5.598
1.126,285.5,11.058
1.048,286.839,14.499
1.514,286.405,12.709
1.087,284.959,8.832
0.932,284.783,7.01
0.893,285.263,7.135
1.786,284.215,7.678
1.204,283.454,13.731
1.592,284.989,14.132
1.32,285.838,17.13
1.398,284.308,6.346
1.165,286.352,6.626
1.281,286.962,7.065
0.893,285.42,7.117
1.281,285.691,8.287
1.165,286.05,8.591
1.553,286.039,7.726
1.553,286.878,6.538
1.786,287.204,7.022
1.204,286.58,5.061
1.243,285.873,3.929
1.087,282.425,7.251
1.281,283.689,5.166
1.243,283.8,6.33
1.281,282.137,6.706
1.281,281.387,8.452
1.398,283.353,9.404
1.514,280.655,6.432
1.281,280.959,5.666
1.281,281.808,10.215
1.398,283.954,8.355
1.359,283.738,5.049
1.437,281.731,6.829
1.243,283.085,9.392
1.903,284.92,6.69
1.32,285.935,8.544
1.514,281.891,7.105
1.126,280.727,9.113
1.281,282.229,8.702
1.825,283.11,9.346
1.165,281.843,19.961
1.67,283.749,11.592
1.475,283.362,12.193
1.98,283.056,15.988
2.252,284.278,10.574
1.941,284.378,5.291
1.165,283.106,7.373
1.359,284.587,11.428
1.126,285.763,8.08
1.087,284.738,16.074
1.243,285.012,19.111
2.058,285.48,8.76
1.437,283.607,4.288
1.553,281.113,4.832
1.708,280.714,4.782
1.32,279.301,5.457
1.786,278.188,8.834
1.708,278.3,7.892
1.32,278.464,7.55
1.514,278.773,9.024
1.475,276.73,9.003
1.281,278.127,18.413
1.553,278.464,13.278
1.359,281.583,8.694
1.553,280.385,6.81
1.514,282.163,6.815
1.398,280.529,7.658
1.32,281.071,7.478
1.475,280.77,3.808
1.475,281.33,4.233
1.359,284.933,7.912
1.747,282.736,5.468
1.437,281.989,7.939
1.01,280.599,7.946
1.708,280.879,4.662
1.437,282.656,6.61
2.174,279.526,4.986
1.32,278.876,4.398
1.786,278.05,5.621
1.631,276.932,7.72
1.165,278.45,7.023
1.01,275.763,8.398
1.553,274.367,9.868
1.825,278.3,10.536
1.475,276.897,7.034
1.747,276.949,6.967
1.359,279.255,7.287
1.437,280.516,6.313
1.631,279.653,7.642
1.126,278.857,7.629
2.019,280.929,10.079
1.67,277.576,6.986
1.126,274.749,14.519
1.165,276.528,10.305
1.514,274.811,11.638
1.359,276.658,8.979
1.825,277.912,6.819
1.631,277.44,6.304
1.864,273.756,10.541
1.592,271.163,7.536
1.941,271.573,9.632
1.825,270.965,8.536
1.864,272.514,9.8
1.631,270.631,8.3
1.747,271.443,6.399
1.786,273.019,10.957
1.087,273.332,9.195
1.631,275.32,6.836
1.747,274.904,6.356
1.67,271.825,9.143
2.174,273.687,8.621
2.485,275.259,10.967
1.631,271.656,5.704
2.534,271.356,16.832
2.505,273.298,14.708
2.018,271.764,19.956
2.004,274.204,20.038
2.076,273.409,9.429
2.433,270.55,15.195
2.319,274.879,13.471
2.033,275.361,16.644
2.004,272.907,21.668
2.19,275.543,23.863
1.804,280.311,18.48
2.133,280.991,7.811
1.832,277.524,7.224
2.033,274.49,10.652
2.118,279.338,9.871
1.961,279.869,7.28
1.789,278.619,7.175
1.889,276.115,9.726
2.061,275.484,6.39
1.66,275.35,7.114
1.718,275.625,9.179
2.033,278.398,7.602
2.133,276.24,8.088
1.446,274.941,8.615
1.56,276.929,8.949
1.932,276.404,17.097
1.46,277.436,15.038
1.889,277.516,10.15
1.489,277.497,21.494
1.56,277.104,24.132
1.503,277.13,25.785
1.617,273.33,13.918
1.947,272.806,11.297
1.66,273.234,12.055
1.575,270.744,22.187
1.646,272.066,22.481
1.589,271.672,8.552
1.818,273.14,7.019
1.732,270.927,10.418
1.388,273.274,10.755
1.718,273.336,8.747
1.417,273.675,8.217
1.904,273.66,10.704
1.889,275.738,10.816
1.603,275.532,17.465
1.546,278.37,10.301
1.832,278.683,10.581
1.517,280.235,10.457
1.589,279.413,10.491
1.56,278.28,13.145
1.832,277.416,13.295
1.403,279.13,10.563
1.532,279.531,7.222
1.775,280.617,7.705
1.417,279.683,9.967
1.632,279.606,10.748
1.546,279.374,7.06
1.632,280.922,7.407
1.632,279.589,10.864
1.646,277.99,13.328
1.66,278.835,8.328
1.575,278.228,6.913
1.632,274.274,7.494
1.388,274.24,12.459
1.489,276.647,8.811
1.503,280.312,10.571
1.56,276.623,8.659
1.388,277.769,7.06
1.489,278.751,6.191
1.689,279.044,11.844
1.374,281.008,7.713
1.388,279.705,11.732
1.288,280.745,11.955
1.145,280.168,10.1
1.346,280.131,11.322
1.56,281.139,12.101
1.303,279.667,29.957
1.646,279.877,37.271
1.131,279.009,26.371
1.346,280.236,26.847
1.417,280.584,10.365
1.474,279.616,9.652
1.446,278.324,6.544
1.403,279.812,9.209
1.646,279.493,8.96
1.403,278.183,9.741
1.575,277.58,5.931
1.403,276.745,9.348
1.689,280.633,9.026
1.202,281.971,12.526
1.431,282.372,20.074
1.56,281.261,23.137
1.403,281.187,38.286
1.317,280.953,13.404
1.36,279.955,10.953
1.503,280.942,23.878
1.288,281.183,7.514
1.532,281.005,5.335
1.732,283.518,11.261
1.446,282.111,13.232
1.474,280.392,8.754
1.517,281.721,12.082
1.446,282.446,23.457
1.231,282.785,27.633
1.474,283.285,27.149
1.46,283.766,23.272
1.202,283.104,19.592
1.26,281.789,13.893
1.317,281.312,16.093
1.446,283.707,24.133
1.417,282.543,18.049
1.331,282.979,13.601
1.431,284.167,17.74
1.503,285.811,24.244
1.346,284.297,15.753
1.245,282.513,12.689
1.36,280.367,6.66
1.489,280.946,8.75
1.26,282.509,11.894
1.417,283.526,8.901
1.116,283.748,8.13
1.303,282.61,10.322
1.145,281.628,7.202
1.116,281.417,6.643
1.245,283.588,6.914
1.532,284.343,7.751
1.36,282.758,9.654
1.188,282.191,7.754
1.217,281.891,7.388
1.431,282.75,7.566
1.46,282.094,8.676
1.546,282.935,9.174
1.202,283.73,11.942
1.403,284.869,15.887
1.388,282.845,11.932
1.317,282.654,8.558
1.388,282.294,8.336
1.431,283.594,6.062
1.288,283.408,8.891
1.217,283.795,8.764
1.346,283.457,7.593
1.603,283.51,6.38
1.346,285.48,8.291
1.417,285.806,9.14
1.374,287.909,16.986
1.446,283.773,7.303
1.245,284.59,6.226
1.288,287.436,9.071
1.617,289.807,14.515
1.346,288.808,11.926
1.202,288.879,13.801
1.431,290.33,10.207
1.26,290.843,16.292
1.26,287.044,12.006
1.116,284.923,13.496
1.303,282.997,10.65
1.245,281.77,4.741
1.388,283.493,7.681
1.317,284.015,8.596
1.102,284.442,8.935
0.988,284.415,10.119
1.074,284.415,6.096
1.417,285.846,8.096
1.159,287.621,10.898
1.317,286.849,11.566
1.159,286.274,11.201
1.231,287.987,11.356
1.446,285.861,6.773
1.145,285.457,7.945
1.217,285.333,6.805
1.317,286.063,8.93
1.26,286.592,7.623
1.245,288.688,8.917
1.002,290.347,10.24
1.116,289.495,10.859
1.403,289.658,12.248
1.36,290.863,13.891
1.374,290.512,14.437
1.202,290.601,14.789
1.474,292.786,16.708
1.532,292.132,21.246
1.331,293.093,19.315
1.546,294.435,18.453
1.288,290.321,17.517
1.059,289.5,11.179
1.045,288.948,8.499
1.546,287.281,4.818
1.431,287.476,8.099
1.317,287.125,10.061
1.074,286.288,8.711
1.36,286.941,9.752
1.088,288.869,9.079
1.26,288.161,5.032
1.131,288.005,8.629
1.202,287.796,7.985
1.231,288.283,6.494
1.074,287.586,7.01
1.188,286.428,5.246
1.074,286.722,5.528
1.131,286.489,5.315
1.231,287.362,5.957
1.331,287.283,8.268
1.374,288.167,8.439
1.46,287.951,4.916
1.503,286.703,4.667
1.145,287.852,7.399
1.174,287.221,8.074
1.374,287.54,7.171
1.088,286.484,8.218
1.116,287.583,5.424
1.174,286.318,6.066
1.388,286.744,9.111
1.346,287.753,8.125
1.288,287.232,6.432
1.288,288.87,8.965
1.489,290.293,6.39
1.331,289.949,8.784
1.26,289.1,10.981
1.245,288.617,11.132
1.174,288.264,11.942
1.145,289.067,10.436
1.346,288.648,5.368
1.202,289.424,5.675
1.575,288.684,9.166
1.346,288.012,11.06
1.245,288.434,11.616
1.589,289.788,7.708
1.403,288.683,9.2
1.288,288.706,9
1.159,289.14,11.45
1.317,291.054,11.857
1.045,289.802,9.402
1.174,286.503,7.213
1.517,287.889,8.048
1.088,289.73,10.892
1.131,288.548,9.4
1.403,286.634,9.251
1.288,288.212,7.732
1.56,287.842,5.45
1.217,285.375,6.873
1.116,285.921,7.847
0.973,287.779,6.345
1.532,290.309,7.464
1.145,286.529,6.305
1.274,285.546,6.069
1.417,285.216,4.009
1.217,285.519,5.446
1.288,286.141,8.398
1.245,286.203,8.614
1.331,287.915,7.869
1.374,289.286,8.058
1.231,286.034,7.26
0.959,286.032,10.864
1.016,286.703,16.16
1.116,286.599,14.966
1.002,285.909,10.142
1.374,285.43,7.957
1.288,286.107,9.172
1.317,284.991,9.435
1.403,284.179,14.384
1.331,286.156,16.46
1.188,286.414,20.084
1.116,284.749,8.302
1.131,286.286,8.26
1.202,287.533,9.792
1.088,285.811,8.378
1.074,285.635,9.367
1.446,285.752,9.779
1.403,286.078,9.273
1.403,286.629,7.812
1.374,287.035,8.55
1.131,286.714,6.589
1.217,286.347,5.901
0.973,283.189,7.595
1.102,284.355,6.193
1.532,284.532,7.865
1.074,282.887,8.971
1.546,282.185,12.604
1.446,285.54,8.701
1.474,281.505,7.514
1.575,281.395,8.424
1.288,282.182,12.303
1.331,284.441,9.045
1.36,284.088,6.224
1.388,281.835,8.185
1.532,283.171,13.113
1.202,284.826,12.24
1.303,285.534,10.821
1.474,282.841,7.952
1.517,280.514,10.803
0.988,281.807,10.677
1.474,283.27,12.39
1.202,282.177,17.483
1.446,284.127,12.753
1.045,283.943,13.009
1.646,283.905,12.461
1.66,285.387,10.541
1.517,284.753,8.416
1.374,284.044,9.912
1.331,285.968,12.174
1.388,286.286,10.561
1.317,285.239,20.488
1.489,285.673,22.442
1.517,286.022,11.014
1.503,283.832,5.409
1.575,281.152,5.805
1.346,281.541,5.795
1.718,280.168,5.631
1.617,279.935,8.519
1.388,279.715,10.582
1.217,279.046,7.74
1.431,279.071,11.87
1.503,276.817,16.626
1.431,278.995,16.622
1.431,279.494,18.171
1.489,282.163,7.881
1.675,281.554,7.075
1.174,282.142,7.725
1.288,281.172,9.234
1.303,281.72,8.194
1.26,281.238,6.606
1.403,283.035,6.764
1.317,285.318,10.717
1.675,282.91,6.988
1.36,282.921,8.427
1.159,280.854,9.556
1.446,281.267,7.083
1.388,283.439,10.158
1.474,280.096,8.023
1.431,278.977,6.316
1.403,278.163,7.054
1.603,277.497,7.527
1.145,278.276,5.725
1.503,275.954,8.15
1.46,274.419,11.299
1.861,279.039,10.905
1.689,276.998,7.756
1.589,277.464,8.375
1.66,280.477,7.086
1.546,280.772,8.063
1.374,279.962,8.46
1.732,279.914,7.42
1.474,281.423,11.916
1.388,278.547,9.047
1.56,274.783,16.474
1.675,276.312,12.139
1.847,274.851,11.099
1.646,276.14,13.939
1.617,277.39,11.657
1.66,276.903,8.754
1.575,273.864,7.808
1.761,271.224,7.645
1.575,271.776,12.027
1.575,272.079,11.954
2.076,272.99,10.495
1.818,272.477,9.781
1.517,272.034,9.107
1.732,273.362,11.888
1.675,273.973,10.459
2.047,276.813,7.592
1.932,276.12,5.776
1.761,272.735,11.005
1.961,274.079,11.26
1.746,275.009,12.417
1.932,273.047,7.394
2.144,272.293,14.213
2.125,273.615,12.52
2.47,272.032,19.388
2.106,274.663,20.007
2.01,273.388,8.517
1.8,270.733,13.252
2.317,275.165,12.27
2.374,275.887,16.996
2.029,272.701,24.138
1.972,273.799,25.745
1.953,279.77,19.334
2.221,281.157,9.118
1.685,277.189,9.102
1.646,273.815,13.42
2.068,278.39,14.549
2.068,279.491,10.102
1.895,278.806,6.237
2.125,275.96,7.495
2.029,275.354,6.619
2.183,275.152,7.548
1.685,275.42,10.727
1.953,278.024,8.506
1.895,276.041,8.825
1.838,274.514,9.302
1.666,276.678,9.45
1.646,276.65,17.558
1.493,276.763,22.014
1.608,277.783,10.159
1.474,277.053,23.92
1.34,276.246,33.434
1.493,276.631,27.868
1.474,273.546,13.763
1.57,273.195,13.377
2.029,272.769,15.311
1.512,270.894,24.857
1.685,272.257,19.861
1.455,271.41,8.585
1.493,273.076,7.094
1.685,270.011,11.332
1.838,273.64,12.004
1.8,273.471,8.444
1.532,273.787,8.988
1.532,273.256,8.993
1.627,274.786,10.244
1.761,274.776,18.452
1.34,278.064,11.039
1.627,278.78,9.96
1.608,280.862,9.613
1.34,280.509,10.455
1.627,278.818,13.626
1.512,277.375,13.334
1.398,279.596,10.245
1.474,279.767,6.782
1.283,280.971,7.189
1.512,279.892,11.35
1.225,279.845,13.008
0.976,279.319,6.905
1.646,281.591,7.669
1.283,279.964,12.915
2.01,278.177,17.542
1.225,279.203,8.837
1.474,278.697,8.685
1.11,274.468,9.222
1.13,274.198,16.674
1.532,276.484,12.255
1.378,280.356,11.781
1.206,276.704,7.288
1.436,277.946,6.201
1.359,278.371,7.207
1.264,278.819,13.521
1.532,281.122,7.87
1.876,279.668,15.242
1.283,281.026,12.11
1.244,280.574,9.773
1.359,280.675,13.852
1.417,280.858,9.99
1.493,279.196,27.998
1.321,279.55,30.68
1.11,278.768,22.713
1.283,280.73,29.967
1.436,280.863,10.381
1.627,279.848,8.202
1.436,278.449,6.678
1.512,280.076,7.22
1.646,279.463,8.334
1.646,278.579,8.752
1.091,277.433,7.717
1.532,276.642,10.056
1.474,280.589,10.318
1.359,282.453,14.471
1.378,282.645,19.464
1.551,280.623,22.99
1.378,280.708,34.036
1.34,281.301,18.812
1.13,280.278,12.537
1.57,281.524,28.207
1.819,282.048,13.097
1.474,281.326,6.429
1.206,283.723,12.415
1.283,282.866,13.972
1.378,281.414,10.162
1.13,281.564,12.028
1.551,281.939,19.633
1.378,282.675,27.989
1.244,282.576,30.855
1.417,282.944,25.385
1.493,282.713,22.468
1.398,281.328,13.062
1.187,280.304,11.267
1.417,282.877,21.815
1.091,282.844,19.559
1.283,282.982,13.936
1.225,284.616,20.26
1.455,285.937,25.784
1.283,284.86,17.41
1.187,283.066,15.645
1.359,280.668,8.885
1.378,280.987,8.585
1.359,283.373,17.246
1.34,283.866,12.614
1.053,284.984,11.361
1.149,282.959,11.356
1.378,282.104,8.221
1.206,281.323,6.324
1.11,283.15,5.641
1.264,284.782,6.812
1.244,283.474,9.515
1.283,282.561,7.88
1.532,282.121,8.977
1.34,282.419,9.661
1.187,281.194,7.843
1.378,282.723,8.954
1.149,283.837,12.594
1.359,284.358,14.99
1.359,282.978,12.734
1.168,283.317,9.596
1.417,282.433,9.581
1.551,283.971,6.045
1.206,283.727,10.796
1.34,284.11,10.844
1.13,283.624,9.256
1.455,283.635,8.3
1.149,286.263,10.1
1.417,286.035,8.866
1.359,288.27,16.767
1.283,284.456,8.566
1.359,284.371,6.66
1.283,288.058,8.637
1.359,289.193,14.066
1.072,287.579,13.179
1.264,287.923,14.739
1.11,289.177,12.126
1.34,289.689,14.144
1.398,284.925,10.939
1.474,283.795,12.934
1.302,282.314,9.672
1.11,282.152,5.481
1.283,283.597,8.771
1.015,283.944,9.476
1.244,284.017,9.599
1.417,283.902,11.174
1.321,284.42,8.082
1.225,285.963,8.682
1.11,288.093,12.402
1.168,287.55,11.568
1.187,286.761,12.125
1.398,288.013,11.187
1.11,286.297,8.277
1.225,285.828,8.601
1.283,285.661,6.262
1.359,286.001,8.636
1.206,287.261,8.68
1.321,288.477,9.331
1.417,290.256,10.632
1.091,288.359,10.81
1.053,289.162,11.458
1.072,289.923,13.136
1.187,290.215,14.847
0.823,290.33,14.088
1.474,291.607,16.546
1.359,292.038,23.977
1.283,293.291,22.654
1.455,293.348,19.12
0.996,290.236,18.975
1.321,290.57,13.846
1.264,289.663,11.283
1.283,287.751,6.324
1.168,287.467,8.051
0.996,287.288,10.031
1.34,286.677,9.444
1.436,287.24,10.076
1.283,288.656,10.856
0.804,288.424,4.596
1.091,288.651,10.203
1.244,288.543,9.797
1.149,288.414,7.441
1.187,288.261,9.771
1.225,287.012,7.449
0.996,287.137,4.338
1.206,287.211,6.27
1.168,287.806,6.512
1.206,286.97,9.233
1.264,288.517,9.441
1.34,288.297,6.128
1.264,287.137,5.94
1.302,287.999,7.496
1.11,287.36,7.986
1.187,287.746,8.096
1.091,286.827,9.18
1.149,287.921,7.563
1.015,286.767,6.37
1.225,287.24,10.94
1.11,287.943,9.872
1.359,287.546,5.938
1.11,289.146,10.232
1.072,290.899,10.692
1.436,290.585,9.323
1.13,289.895,12.826
1.244,289.05,7.934
1.072,288.765,14.257
1.034,289.647,14.601
1.225,288.423,8.841
0.708,289.583,5.929
1.11,288.751,9.212
1.359,288.058,10.917
0.919,289.061,13.2
1.149,290.213,8.181
1.244,289.05,9.265
1.015,288.645,10.677
1.206,289.336,14.374
1.072,291.908,14.346
0.919,290.571,12.123
1.072,286.715,7.641
1.206,288.119,9.515
1.225,290.381,12.414
1.168,289.188,11.393
1.072,286.653,10.651
1.225,287.766,9.556
1.13,288.5,6.582
1.149,285.599,6.286
0.976,286.217,7.558
1.053,288.056,8.304
1.398,291.347,8.454
1.474,287.333,8.289
0.996,285.904,7.344
1.264,285.548,3.84
1.11,285.443,4.189
1.072,286.365,7.547
0.938,286.314,9.425
1.378,288.111,8.249
1.359,290.121,9.059
1.206,286.2,7.163
1.378,285.769,13.419
1.34,286.626,15.471
1.359,286.595,14.722
0.919,285.274,10.559
1.015,285.576,8.177
1.11,286.299,9.828
1.11,284.877,8.482
1.206,284.017,12.428
1.34,285.715,12.078
1.225,286.302,22.05
1.378,284.799,9.395
1.053,286.567,11.186
1.283,287.609,9.304
0.996,285.885,9.252
0.996,285.901,10.054
1.11,286.214,11.273
1.034,286.117,10.909
1.015,286.869,8.043
1.225,287.525,9.309
1.398,287.19,6.681
1.302,286.739,5.853
1.072,283.164,8.716
1.225,284.212,6.764
1.11,284.676,7.083
1.206,282.999,8.903
1.13,281.433,14.314
1.627,284.954,10.371
1.378,281.223,8.327
1.264,281.047,8.73
1.225,282.269,10.578
1.417,284.365,9.826
1.149,284.148,7.313
1.187,282.263,7.94
1.264,283.049,13.893
1.302,284.582,14.738
1.627,285.732,15.059
1.378,282.555,8.402
1.398,281.106,9.87
1.283,281.786,12.796
1.378,283.117,14.872
1.627,282.162,20.256
1.455,284.074,10.261
1.34,283.827,13.712
1.436,283.496,16.227
1.34,285.075,11.492
1.34,284.946,7.761
1.34,283.94,9.1
1.359,285.193,13.068
1.512,286.209,12.133
1.532,284.857,21.826
1.493,285.045,23.68
1.474,285.832,13.853
1.398,283.853,6.303
1.072,281.288,6.392
1.321,281.094,6.455
1.302,279.925,6.898
1.455,279.134,10.569
1.493,278.854,12.195
1.11,278.719,8.836
1.11,279.256,13.708
1.512,277.48,13.122
1.532,277.869,23.154
1.493,279.082,19.253
1.359,282.025,10.238
1.8,281.313,9.144
1.398,282.594,8.071
1.244,280.768,10.145
1.302,281.401,8.141
1.206,281.303,5.209
1.723,282.697,6.214
1.283,285.406,11.036
1.378,283.25,8.061
1.417,282.516,9.905
1.244,280.918,8.097
1.244,281.271,6.341
1.436,283.225,8.802
1.244,280.065,5.699
1.57,279.075,6.432
1.436,278.003,7.453
1.378,276.912,9.102
1.244,278.684,5.656
1.666,276.61,8.336
1.646,274.583,10.546
1.436,278.733,11.78
1.302,277.185,7.995
1.666,277.455,8.723
1.685,279.811,8.143
1.685,280.977,6.831
1.512,280.023,9.895
1.512,279.297,9.704
1.436,281.172,12.616
1.589,278.599,9.92
1.359,275.183,15.317
1.378,277.062,10.315
1.283,276.074,9.156
1.646,276.756,10.314
1.474,277.182,19.673
1.455,277.257,8.63
1.34,273.788,10.657
1.512,271.649,7.68
1.512,270.613,11.692
1.876,271.028,10.743
1.608,272.077,12.477
1.512,271.185,12.37
2.374,271.426,10.549
1.627,273.782,14.102
2.01,273.424,12.099
1.666,276.167,8.101
1.8,275.917,6.749
1.8,272.586,10.132
1.972,274.243,11.345
1.57,275.436,15.975
1.742,273.004,9.05
2.348,272.594,13.757
2.527,274.556,14.784
2.236,272.036,21.115
1.878,273.747,25.67
2.259,273.989,8.651
1.901,270.196,16.135
1.99,274.626,18.621
2.438,274.778,19.547
2.057,271.655,24.847
1.811,272.191,25.135
1.901,278.76,23.074
2.192,281.728,9.347
2.259,278.879,10.025
1.588,274.039,15.377
1.923,278.223,16.925
1.744,279.684,11.844
1.498,279.767,6.337
1.476,276.851,6.708
1.7,276.372,6.402
1.946,275.065,8.31
1.387,275.103,11.377
1.61,278.918,8.428
1.901,276.844,8.557
1.811,274.663,11.093
1.677,278.521,8.138
1.364,277.98,13.186
1.521,276.402,22.69
1.834,278.976,10.153
1.968,276.854,26.338
1.498,276.523,35.073
1.297,276.533,28.134
1.431,273.474,13.917
1.633,273.222,13.338
1.722,273.118,13.07
1.409,271.105,22.798
1.342,273.469,18.178
1.588,273.245,12.385
1.588,272.353,9.694
1.498,270.77,11.86
2.035,273.323,10.369
1.655,274.124,9.152
1.856,274.103,10.847
1.364,272.962,11.078
1.387,275.526,11.998
1.364,275.286,18.644
1.454,278.255,14.689
1.364,279.335,15.103
1.297,280.967,13.49
1.319,281.162,13.383
1.23,279.887,19.533
1.275,278.407,19.133
1.409,279.829,15.847
1.342,280.319,8.197
1.342,281.167,9.971
1.252,281.577,17.167
1.454,280.882,15.228
0.917,279.826,9.461
1.118,282.305,10.274
1.297,279.947,11.754
1.23,277.702,22.252
1.431,279.531,11.868
1.409,280.261,9.47
1.498,275.582,9.258
1.208,274.723,20.447
1.498,276.907,15.687
1.387,280.981,13.461
1.342,277.892,7.447
1.431,278.626,7.281
1.319,279.427,8.02
1.252,279.413,15.848
1.297,282.467,9.882
1.565,280.865,16.369
1.208,281.71,14.302
1.185,280.892,14.372
1.208,281.304,21.173
1.163,281.241,14.028
1.387,280.36,30.707
1.476,279.746,36.226
1.655,279.586,25.309
1.23,281.036,34.65
1.208,281.464,15.545
1.409,280.565,10.014
0.962,279.333,8.62
1.297,280.718,7.859
1.498,280.151,9.085
1.029,278.818,10.039
1.342,278.06,7.683
1.208,276.601,11.122
1.454,280.394,13.533
1.521,282.755,16.147
1.387,283,21.277
1.431,280.881,26.438
1.722,281.731,34.008
1.073,282.903,20.816
1.208,281.012,14.8
1.364,282.727,29.875
1.387,282.79,12.84
1.588,282.569,7.715
1.431,284.391,12.668
1.342,283.593,12.58
1.275,282.232,13.356
1.319,282.564,16.255
1.342,283.262,19.87
1.364,283.837,27.564
1.364,284.517,35.771
1.521,284.263,29.601
0.917,282.981,22.366
1.498,282.218,16.654
0.917,280.656,13.143
1.342,282.746,21.883
1.476,284.28,22.68
1.252,283.888,18.388
0.962,285.137,21.994
1.051,286.166,26.145
1.342,285.242,15.007
1.454,284.044,15.193
1.454,281.104,9.073
1.275,280.828,11.473
1.141,283.351,18.238
1.096,284.432,12.819
1.252,286.312,14.423
0.939,284.683,15.311
0.962,283.441,10.73
1.23,281.849,6.889
1.163,285.215,9.531
1.252,286.413,8.962
1.655,285.671,9.202
1.275,284.401,8.618
1.297,283.905,11.676
0.962,284.256,13.867
1.633,281.805,9.42
1.387,283.737,10.193
1.163,284.959,16.792
1.409,285.393,19.14
1.185,284.446,11.593
0.984,284.071,9.229
1.096,283.34,9.593
1.096,284.892,5.888
1.275,284.587,10.818
1.118,285.266,12.771
1.521,284.584,11.48
1.118,284.935,10.494
